Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
49,0,3,5,6,2,20,7,3,1,2,0,1,4,2,4,2,1,3
56,3,0,3,13,1,56,0,2,1,1,1,0,4,1,2,1,2,0
56,2,3,6,30,0,28,15,1,1,3,0,1,1,1,5,1,0,1
51,1,3,4,10,1,39,2,1,1,0,1,1,5,1,5,0,1,0
38,2,5,5,11,0,22,10,4,1,0,1,1,1,1,4,0,1,3
40,0,6,1,9,0,32,4,3,2,2,1,2,2,0,2,2,2,3
56,2,6,4,23,1,28,9,1,0,0,0,2,2,2,2,1,0,5
33,2,3,1,12,1,22,6,4,1,0,0,0,2,2,2,2,0,3
45,0,4,5,28,0,53,2,5,1,1,0,1,3,2,2,0,0,0
55,2,3,1,32,1,33,11,2,1,2,0,0,2,2,1,1,2,0
39,1,1,5,33,2,34,5,1,2,3,1,2,4,1,2,1,2,3
58,2,2,2,2,2,50,0,4,0,3,0,2,1,2,5,1,2,5
41,2,1,0,33,0,28,1,1,1,0,1,0,1,1,5,0,1,4
57,3,4,0,16,0,51,7,4,1,0,0,1,2,0,4,2,2,0
31,1,2,2,12,2,35,0,5,2,1,0,2,5,2,4,0,2,5
34,3,3,0,25,2,39,8,3,1,0,1,1,2,0,2,2,1,4
39,3,2,0,8,1,58,14,1,2,0,1,1,1,0,3,1,0,4
29,2,5,1,26,1,34,3,3,0,2,0,0,2,2,2,1,2,4
31,3,5,1,7,1,48,4,1,1,0,0,0,2,2,4,0,0,3
30,1,5,0,2,2,52,0,5,2,3,0,2,3,0,5,1,2,0
53,3,5,0,35,2,59,8,5,2,0,1,1,3,2,1,1,2,5
27,0,4,4,15,2,32,14,2,2,3,0,0,5,2,1,0,0,4
39,0,5,2,28,2,41,4,3,1,0,1,1,4,0,2,1,1,5
59,0,6,2,18,2,34,14,2,1,2,0,2,5,2,4,2,0,3
58,2,0,4,10,1,41,8,3,0,3,0,0,2,2,2,1,1,2
28,3,3,2,5,2,55,9,3,1,2,1,2,1,1,4,0,0,0
56,0,5,1,27,2,50,8,2,2,3,1,1,1,2,4,0,0,1
31,2,6,0,4,2,25,9,1,2,2,0,1,5,0,2,2,1,4
28,1,3,4,32,0,21,12,3,1,1,1,2,1,2,5,0,1,5
46,1,3,3,20,1,44,11,5,2,1,0,0,4,2,3,1,0,5
32,1,3,4,18,2,28,0,5,2,1,1,2,2,2,3,2,2,3
37,0,2,6,31,0,54,8,5,1,3,0,2,3,1,1,2,0,0
50,3,6,4,9,1,55,12,3,1,3,0,0,1,1,3,0,1,2
55,1,4,6,29,2,26,10,5,1,0,0,1,5,0,1,2,2,3
45,1,0,6,17,0,41,7,5,0,1,0,2,4,2,4,1,1,5
50,1,3,0,31,0,50,4,4,0,2,1,2,4,1,5,0,0,2
43,3,6,3,3,1,55,12,2,1,2,1,2,3,2,5,2,1,4
39,2,4,0,20,1,22,2,3,1,2,0,1,4,1,5,2,2,5
30,1,1,4,9,1,33,11,5,0,3,0,2,4,0,1,1,1,0
36,0,6,6,4,1,21,4,1,2,3,0,1,3,2,1,0,0,0
58,3,5,5,17,1,28,13,2,1,3,0,2,2,2,5,1,2,0
53,3,1,0,34,2,22,6,5,2,0,1,0,1,1,3,2,2,5
56,2,0,1,13,2,58,14,4,2,2,1,2,4,2,2,1,0,1
57,0,6,4,19,2,39,0,4,0,2,0,0,1,1,1,1,1,3
58,0,1,3,8,0,35,15,2,0,2,0,0,2,2,2,2,0,5
57,1,5,0,22,1,56,3,3,2,3,1,1,3,0,1,2,0,0
46,2,1,4,14,2,29,13,4,1,2,0,1,2,0,1,1,1,1
42,1,0,5,33,1,24,0,4,2,0,0,2,2,2,1,0,2,0
24,3,6,0,30,0,60,4,3,2,0,1,0,3,1,3,0,1,3
53,1,0,6,10,2,31,9,4,0,3,0,0,2,1,1,1,0,4
24,1,1,3,35,2,50,10,1,0,0,0,0,5,1,5,2,0,2
30,2,6,4,20,2,27,14,2,1,3,0,2,3,0,3,2,2,3
22,3,2,0,6,2,43,3,2,1,0,0,2,4,0,4,1,2,0
28,2,5,6,22,1,30,3,5,1,2,1,0,5,0,2,1,2,3
52,2,3,2,25,0,26,15,1,1,3,1,2,2,2,3,0,1,0
47,3,6,5,21,0,47,7,1,1,2,0,0,3,1,1,2,1,3
30,0,1,5,14,0,56,14,3,1,3,0,1,4,1,5,1,0,4
52,1,3,0,26,1,30,15,4,0,1,0,0,4,1,5,0,0,2
25,3,3,0,9,1,26,12,4,2,1,0,2,2,0,3,1,2,1
50,2,0,4,22,0,47,10,2,1,3,0,1,2,0,5,1,0,4
60,1,0,2,34,2,38,7,4,2,1,0,2,4,2,4,2,2,1
48,1,4,1,30,1,49,0,2,1,2,1,2,2,2,1,1,0,5
28,0,0,1,32,2,49,0,1,1,3,1,0,4,1,2,2,0,1
23,3,4,3,5,2,37,11,1,1,0,1,1,3,1,3,0,2,4
26,0,6,2,21,1,24,13,2,2,0,0,0,2,0,4,0,1,0
27,1,4,4,32,1,53,0,5,1,1,1,1,1,2,1,1,0,2
52,2,3,3,30,2,33,14,2,1,2,1,1,2,2,5,2,2,1
32,3,2,4,28,0,41,13,1,1,1,1,0,1,2,1,1,1,1
23,3,3,3,4,2,31,15,2,0,3,1,1,2,2,3,2,1,0
41,3,3,1,19,0,29,4,4,0,2,1,2,1,1,5,0,1,4
33,1,6,1,25,1,33,7,1,2,2,1,2,3,2,1,1,1,2
37,2,3,4,9,2,58,8,5,2,2,1,1,5,1,5,1,0,0
33,0,6,4,10,1,42,12,3,2,0,1,1,2,0,2,0,1,4
28,2,4,3,26,1,23,15,3,2,1,0,2,1,0,1,1,0,2
57,2,6,4,26,1,28,4,5,2,3,1,0,1,2,2,2,0,3
45,1,5,3,11,1,41,10,2,0,3,0,0,3,2,1,0,0,4
50,1,1,4,25,0,33,9,5,2,2,1,0,3,1,2,1,0,4
53,2,4,0,3,1,46,13,2,1,0,1,2,3,1,3,1,2,4
58,3,0,0,29,2,25,9,4,2,1,0,1,2,0,1,2,2,0
48,3,6,2,7,0,55,1,2,1,1,1,0,5,2,1,2,2,1
42,3,3,5,28,0,53,4,4,2,3,1,1,2,1,3,1,1,0
22,2,2,6,7,0,47,10,1,1,3,0,0,3,2,1,0,1,1
23,1,1,6,34,1,35,14,2,0,1,0,0,2,1,4,1,2,3
59,3,0,3,3,1,39,8,4,0,1,1,2,1,2,5,2,0,2
50,2,5,4,24,1,34,12,1,2,1,1,0,4,0,5,0,1,4
27,1,0,6,7,1,27,9,5,2,3,0,1,5,0,1,2,0,4
25,3,2,6,18,2,22,4,3,0,2,0,1,1,2,4,0,0,5
52,0,5,0,33,0,48,1,2,0,1,1,2,3,0,1,1,2,5
37,2,3,0,28,2,52,3,5,0,3,0,1,1,0,3,1,0,2
22,2,6,6,2,0,40,5,3,1,3,0,1,4,1,2,2,0,3
51,0,0,3,22,1,41,7,1,0,3,0,0,4,0,5,0,1,1
57,0,6,1,8,1,56,15,1,2,3,1,0,1,0,4,0,0,0
58,3,1,5,32,0,57,9,5,0,2,1,2,4,1,5,2,2,2
32,3,1,3,21,2,36,5,3,2,2,0,2,4,1,5,1,2,4
41,1,1,3,15,1,32,5,4,0,3,1,1,4,0,1,1,1,4
36,1,4,2,10,2,32,7,4,1,0,0,0,5,0,3,2,2,1
51,2,1,5,2,2,58,14,3,0,1,0,0,4,1,4,0,1,1
60,1,3,6,10,2,59,15,4,0,0,0,1,4,1,1,1,0,3
34,1,0,0,28,0,22,3,3,1,0,1,2,2,2,5,2,0,5
33,1,3,5,27,2,49,10,2,1,2,1,2,2,0,3,0,1,4
53,3,4,4,1,0,42,14,3,2,1,0,2,1,1,3,1,0,1
53,1,3,6,7,0,20,5,5,0,1,1,1,2,0,3,0,1,5
40,1,6,1,12,2,22,5,2,1,3,0,0,2,1,2,0,0,0
36,2,5,5,28,1,48,1,5,1,3,0,0,2,2,2,0,2,0
54,3,5,0,27,2,20,1,1,2,3,0,0,1,1,3,0,1,0
41,3,0,1,19,1,24,8,3,0,1,0,2,3,1,5,1,0,2
55,1,3,4,15,1,22,9,4,2,2,1,2,1,0,2,0,0,0
34,3,4,3,19,0,58,4,1,2,0,0,0,5,0,2,0,1,0
43,3,6,1,17,1,58,2,2,1,2,1,1,2,2,2,0,1,0
37,2,6,1,26,1,27,9,1,1,2,1,0,5,1,1,2,0,4
37,3,0,2,14,1,40,13,1,0,3,1,0,4,1,1,2,1,1
57,1,3,3,1,1,24,14,4,0,1,1,2,1,0,3,1,0,5
33,1,3,1,26,0,43,7,2,0,1,0,2,1,2,2,1,2,0
51,1,0,5,14,2,50,9,2,2,0,0,0,3,2,2,1,1,5
50,0,5,5,17,2,30,14,3,1,0,1,0,5,1,1,2,1,0
35,1,3,4,26,1,35,15,2,1,1,0,0,1,0,2,0,0,1
40,2,4,2,33,2,37,13,2,0,1,1,1,4,1,5,0,0,5
53,2,6,6,7,0,51,9,3,0,1,1,2,3,1,5,2,0,3
32,0,4,5,5,0,54,11,2,0,2,0,1,4,0,4,1,1,5
56,1,5,6,25,2,58,15,4,2,3,0,0,3,1,2,0,2,5
55,1,3,3,3,0,36,1,1,0,1,1,0,2,0,5,0,2,3
49,2,6,6,2,0,53,10,4,0,3,1,2,1,0,1,2,0,5
23,1,2,6,13,1,56,12,2,2,3,0,0,3,2,5,1,1,2
38,0,3,6,8,1,27,4,2,1,2,1,0,3,0,1,2,0,5
23,0,4,2,16,2,20,11,3,1,3,1,0,2,2,3,2,0,5
29,1,6,2,21,2,25,14,2,0,3,0,1,1,1,3,2,1,5
24,1,1,4,20,2,33,14,1,0,2,0,1,1,1,5,0,1,0
58,0,2,3,12,0,35,5,5,0,3,0,2,2,2,2,2,0,3
42,0,6,5,1,1,34,4,1,0,2,0,1,5,2,4,2,2,5
42,0,5,0,32,0,21,5,1,0,2,0,2,1,2,4,0,0,3
39,2,3,0,22,2,21,2,3,0,3,1,1,4,0,1,1,0,1
45,0,5,0,23,0,29,8,5,1,1,1,1,2,0,3,0,2,4
53,2,6,1,27,0,33,5,2,2,0,0,2,4,1,5,0,2,4
43,3,3,3,10,1,42,11,4,2,0,1,1,2,2,3,2,0,2
24,3,5,2,23,0,38,7,1,1,2,1,2,2,2,3,2,1,3
44,0,4,3,24,2,40,4,1,2,3,1,0,2,0,5,0,1,0
39,3,2,2,16,2,24,4,4,1,2,0,0,5,2,5,1,2,2
40,3,0,6,19,1,28,4,2,0,0,1,2,1,2,2,0,1,0
41,2,5,2,14,1,57,7,4,1,2,1,2,2,0,3,2,2,2
23,0,1,3,23,2,41,13,4,0,3,1,2,2,2,2,1,2,2
53,1,2,6,14,0,40,13,4,0,3,0,1,5,0,5,1,0,2
52,2,6,6,10,0,47,3,3,1,1,1,0,2,2,3,1,1,1
58,1,1,4,7,0,53,2,5,0,3,0,0,4,0,1,0,2,0
56,3,1,6,25,1,27,13,1,2,0,0,2,4,0,5,2,1,4
34,1,2,4,21,1,33,13,3,2,3,0,1,3,0,2,0,1,5
36,2,3,0,22,1,50,3,3,0,2,0,0,3,1,5,1,1,0
50,0,2,6,29,2,40,5,3,0,1,0,2,1,2,4,1,1,3
41,0,2,2,14,2,56,8,4,1,2,0,2,2,1,4,1,1,1
27,1,3,0,17,2,29,15,1,0,3,1,0,5,1,5,0,0,2
40,2,5,4,18,2,27,1,1,1,1,0,1,2,0,2,0,1,0
33,0,0,2,27,0,55,11,1,1,2,1,2,2,2,5,1,2,5
45,3,3,3,10,2,28,14,2,1,3,0,1,4,2,1,2,0,4
39,3,0,5,5,2,59,12,4,0,2,1,0,3,1,4,2,0,4
34,0,5,2,23,1,40,1,2,2,2,1,0,4,1,5,1,1,1
40,1,4,1,27,0,38,13,3,0,3,1,1,4,2,5,1,1,4
49,1,1,2,6,2,37,13,4,1,0,1,1,1,0,3,0,2,2
35,1,6,1,32,2,36,0,1,1,1,1,0,4,0,5,0,1,5
43,2,5,3,20,2,55,11,1,0,2,0,1,1,2,5,0,0,1
59,1,0,1,32,2,47,10,2,0,1,1,1,3,2,3,1,2,0
60,3,1,0,8,0,51,14,4,1,1,0,2,4,2,5,2,2,1
42,1,6,6,29,1,42,14,5,0,0,1,2,3,1,4,2,0,4
42,3,5,4,22,1,45,6,3,2,2,1,0,4,2,4,1,1,1
37,0,0,3,8,1,46,4,5,0,3,1,0,5,0,3,1,0,3
60,1,1,3,33,1,60,0,1,1,3,1,1,3,2,4,1,1,4
33,2,2,6,6,0,45,2,3,1,2,0,1,4,0,5,1,2,0
60,0,6,4,6,1,33,11,2,1,2,1,0,4,1,3,2,0,4
58,1,5,6,9,0,44,2,2,1,1,0,1,3,0,4,0,1,4
25,0,2,3,10,2,24,0,2,0,3,1,2,1,0,1,2,0,3
30,3,6,4,26,1,28,4,3,2,2,1,1,1,0,5,2,2,2
28,1,2,0,14,1,56,1,3,1,1,0,1,3,0,3,2,2,5
28,2,6,1,5,0,22,5,2,1,2,1,2,4,1,1,1,0,2
23,3,4,6,15,0,34,4,3,2,0,0,1,1,1,5,2,1,0
36,1,2,6,14,0,34,1,3,2,2,0,2,4,0,3,1,2,4
50,0,5,6,16,1,55,8,1,2,2,1,0,1,0,5,1,0,3
57,2,5,1,35,0,20,15,3,1,0,0,2,1,1,5,0,0,3
44,0,3,0,25,0,53,7,3,0,1,0,1,4,0,1,0,1,5
24,2,4,0,2,1,31,3,5,2,0,1,0,3,0,5,1,1,5
39,3,2,2,32,1,51,10,1,2,1,1,1,4,2,4,2,0,3
57,0,4,1,28,1,33,3,5,1,1,1,2,1,2,1,1,1,0
45,3,0,6,12,1,46,0,3,1,0,1,2,2,0,3,1,0,2
35,1,4,6,14,0,32,4,3,0,2,0,2,4,1,3,0,2,2
59,3,6,0,27,2,25,11,4,2,1,0,2,1,2,1,1,1,2
58,3,4,6,1,1,43,14,2,2,3,0,2,4,2,4,1,0,4
48,0,1,2,30,2,42,1,4,1,1,0,1,5,0,3,2,1,4
55,3,1,0,8,2,49,10,5,1,1,0,2,2,1,5,2,2,3
60,0,5,1,11,1,50,2,3,1,0,0,0,2,0,5,0,1,0
60,3,2,3,20,0,44,6,1,0,0,1,0,3,0,3,1,0,0
23,2,0,1,23,2,32,6,4,0,2,1,2,5,0,2,2,2,3
28,0,5,2,32,1,51,3,3,1,3,1,2,3,1,5,0,0,2
49,1,4,1,5,1,51,6,3,1,1,1,2,4,0,5,2,1,4
45,0,5,6,18,2,55,8,4,1,3,1,2,2,0,4,0,1,0
22,0,6,6,35,0,26,12,3,2,3,1,0,5,2,3,1,0,3
24,1,5,5,20,0,58,12,2,2,2,1,2,4,0,1,1,2,4
39,0,3,0,28,1,44,6,3,2,1,0,0,5,1,1,2,0,4
27,2,0,5,29,0,39,11,4,2,1,1,0,2,1,1,1,0,3
38,0,6,1,26,1,39,0,4,2,2,0,1,1,2,3,2,2,2
50,1,6,0,18,2,45,1,5,0,0,1,0,5,0,2,2,2,5
46,2,0,1,4,2,57,13,4,2,1,0,0,1,1,5,1,0,2
46,3,5,2,4,0,48,4,1,0,2,1,1,1,2,3,0,2,1
28,3,3,5,10,1,30,2,3,0,2,1,0,5,0,3,0,0,0
53,3,0,5,2,2,27,11,3,1,3,0,2,4,1,4,2,0,4
34,1,2,2,2,1,25,9,5,1,1,1,0,2,2,1,2,1,2
35,1,6,3,8,1,25,14,5,2,2,1,2,3,0,4,1,0,1
48,3,0,6,34,0,39,9,2,1,2,1,0,2,1,4,2,2,2
25,0,3,5,31,1,31,6,5,0,1,0,1,5,0,5,2,2,1
54,3,2,2,8,2,23,6,2,2,2,1,0,4,2,1,2,0,3
37,0,3,1,25,1,39,9,4,0,2,0,2,4,1,1,0,0,4
33,0,6,6,18,0,39,10,2,2,1,0,0,4,1,5,1,2,5
24,1,3,2,3,2,27,11,1,1,1,1,2,4,1,1,0,0,3
52,3,0,3,35,1,45,12,5,2,3,1,0,2,1,4,0,1,2
22,0,6,6,26,1,23,0,5,2,1,1,1,4,2,4,0,2,4
48,3,2,6,25,2,39,3,1,2,2,1,1,2,0,2,1,2,1
48,0,5,5,4,0,27,6,2,2,2,1,2,2,1,2,2,1,3
47,1,3,0,17,2,27,8,3,1,2,0,0,2,1,3,1,2,5
51,0,2,2,11,0,33,5,1,1,2,1,0,2,0,4,0,2,3
52,0,4,0,19,1,44,8,2,1,3,0,0,4,2,1,0,0,2
41,1,2,4,8,2,45,0,4,1,2,1,1,4,1,3,0,2,4
28,0,6,6,23,1,46,6,2,1,2,1,0,4,1,4,0,1,4
44,3,5,6,2,1,40,0,3,2,0,1,1,1,0,5,0,2,3
50,2,3,3,12,2,25,10,4,2,2,0,1,2,1,4,2,1,0
43,3,6,0,35,1,29,4,3,0,2,0,1,4,0,1,0,0,0
43,0,0,1,18,2,22,13,4,0,2,0,0,4,2,4,2,0,2
29,3,4,5,15,0,27,3,5,2,2,1,2,5,1,5,1,1,4
30,3,4,5,23,1,59,2,5,1,3,1,0,4,0,3,1,1,0
50,3,0,3,26,2,57,10,1,1,2,1,0,2,0,4,2,1,4
60,0,0,6,2,1,34,0,1,1,1,0,0,4,2,1,0,0,3
31,3,1,6,6,1,20,2,1,0,1,0,2,5,2,4,0,0,2
43,1,3,2,13,0,20,5,3,0,3,0,2,3,2,1,1,2,0
58,1,3,2,18,2,57,14,5,0,0,1,1,4,0,2,1,0,5
56,3,2,2,27,1,53,2,3,0,2,0,1,1,1,2,1,1,3
40,2,5,3,21,2,24,8,5,1,3,0,0,4,1,5,2,2,3
57,1,5,0,17,1,40,15,4,0,1,0,0,1,1,2,2,1,1
31,0,6,0,6,1,49,11,5,0,1,0,0,4,0,4,1,1,2
35,1,4,6,8,2,44,14,3,1,0,1,1,1,2,5,2,1,3
32,3,3,1,10,2,53,13,2,1,2,1,2,3,0,3,1,2,5
31,3,6,0,30,2,28,0,5,2,2,1,0,3,2,3,0,2,4
53,3,3,5,3,1,53,7,1,2,3,0,2,4,0,3,1,0,0
42,3,5,4,22,1,54,9,2,1,1,1,2,1,0,1,0,2,4
35,0,5,1,35,2,23,10,5,0,2,0,0,1,0,5,2,2,0
58,1,0,3,19,2,45,12,4,2,1,0,1,5,0,4,1,0,3
26,1,4,3,12,2,59,5,5,1,1,1,0,2,2,3,1,2,3
45,2,2,6,31,1,20,1,1,0,0,1,0,4,2,5,2,0,4
36,0,5,1,22,1,26,11,1,0,0,1,0,3,2,1,1,2,5
25,2,4,6,34,0,47,6,3,2,0,0,0,4,2,1,0,0,1
55,3,6,0,11,0,37,3,1,1,1,0,0,1,1,1,2,0,1
47,1,1,6,1,1,25,10,3,2,1,1,0,3,1,3,2,1,1
46,1,3,6,35,1,38,11,4,2,0,0,0,2,1,3,2,1,1
39,3,3,2,9,2,23,0,1,2,1,1,2,5,0,4,1,1,5
27,0,5,6,21,1,49,13,5,0,2,1,0,3,1,4,0,1,3
35,3,3,0,13,0,44,6,3,2,1,0,1,2,2,2,0,1,2
60,1,4,2,10,1,34,13,3,2,0,1,1,2,0,1,2,2,2
33,1,2,3,13,1,36,2,5,1,3,1,2,2,1,5,2,2,2
45,3,4,0,30,1,44,15,4,2,3,1,0,2,0,3,2,0,3
26,0,0,1,6,1,27,10,3,1,1,0,0,4,2,1,1,0,1
25,0,4,4,35,2,54,15,4,1,1,0,0,3,1,3,0,1,1
57,1,3,3,8,1,46,9,2,2,2,1,2,2,0,4,0,0,4
38,3,3,3,20,2,60,11,4,1,1,0,2,3,0,3,1,2,1
50,2,3,6,30,1,27,15,3,1,0,0,2,5,0,4,0,0,0
38,0,4,0,34,0,45,7,1,1,3,0,2,5,1,2,0,0,1
56,0,3,2,10,2,36,13,4,2,3,0,0,4,0,4,2,1,4
54,2,2,6,26,0,42,14,2,0,0,0,0,1,1,4,1,1,3
27,3,0,4,14,0,27,1,5,2,3,0,0,4,0,4,2,0,2
29,2,2,2,21,1,28,5,3,2,0,0,0,3,2,3,0,0,5
34,2,6,1,30,2,56,15,5,0,1,1,1,1,0,1,2,0,4
25,3,5,1,11,1,22,11,5,1,2,0,2,5,2,5,0,0,3
35,0,5,5,23,1,23,5,5,2,1,1,2,4,0,1,0,2,3
48,1,0,5,1,2,53,2,4,2,2,1,2,3,1,2,2,0,0
28,1,6,3,20,2,38,6,1,0,2,0,0,3,0,1,0,0,4
23,2,2,3,1,0,47,8,2,1,1,1,0,3,1,3,0,2,1
34,2,4,4,31,2,51,14,1,0,2,1,1,1,0,1,1,2,5
53,3,1,6,28,1,48,6,1,2,1,1,2,1,1,3,1,1,4
52,3,5,0,11,1,28,13,4,0,2,1,1,5,0,4,0,1,2
29,0,6,0,18,0,49,14,5,0,3,0,0,2,1,4,2,0,1
53,1,5,3,13,1,56,1,2,1,1,1,0,1,0,4,0,1,2
42,0,3,3,7,2,38,1,3,2,2,1,1,4,0,3,0,0,2
35,0,4,0,26,0,46,0,3,0,0,0,2,1,2,1,2,2,4
42,2,6,0,7,1,32,3,1,2,1,0,1,4,0,3,1,1,1
45,0,2,6,16,0,52,1,2,2,1,0,1,1,2,2,1,1,5
24,0,3,3,16,1,48,13,1,0,3,1,1,2,0,3,0,2,1
40,1,2,5,19,2,38,0,3,2,3,0,1,5,0,4,2,2,0
52,2,2,3,16,1,25,2,3,2,0,1,0,3,1,1,1,2,5
55,0,3,5,20,1,27,10,5,0,1,1,2,2,1,2,0,0,2
38,2,1,3,31,1,28,3,2,2,2,0,2,1,0,5,0,0,2
50,0,5,6,15,0,36,6,5,0,3,1,0,2,1,1,1,0,2
36,0,4,6,31,0,53,3,1,1,3,1,1,4,2,4,0,0,4
36,1,6,2,20,0,54,15,3,1,3,1,2,4,1,2,0,2,0
34,0,3,1,26,1,39,3,3,1,0,1,0,3,1,5,2,1,4
55,0,5,4,16,0,47,8,1,1,0,1,2,3,0,5,0,1,3
37,3,0,4,14,1,60,1,3,2,3,1,2,4,1,4,0,2,2
39,1,5,3,29,0,37,1,3,0,3,0,0,3,1,4,2,2,2
41,1,4,1,13,2,33,10,3,0,1,0,0,4,1,5,2,2,1
58,0,3,4,31,0,27,13,5,0,2,0,1,4,1,3,2,2,1
25,1,2,4,1,2,39,6,4,0,2,1,0,2,0,5,1,1,5
26,0,0,6,9,0,45,0,2,1,3,1,0,4,1,5,2,0,4
23,0,6,2,21,2,57,5,1,0,2,0,2,4,0,4,1,1,2
45,0,1,1,5,2,27,9,3,2,3,1,2,2,2,5,1,2,0
55,0,2,6,1,1,44,5,2,2,2,1,1,2,1,1,2,0,1
23,0,5,2,1,2,25,3,5,2,0,1,0,5,2,4,0,1,2
27,1,2,2,14,1,46,5,1,1,3,0,0,3,0,4,1,2,4
33,0,4,4,12,2,51,12,1,0,3,1,1,5,2,2,0,0,4
54,2,0,6,32,2,55,5,5,0,0,1,2,4,1,4,2,2,0
47,2,2,6,9,0,54,14,4,2,3,1,0,5,2,3,1,2,0
48,3,2,1,3,0,34,11,3,2,3,1,1,4,1,3,0,0,5
35,1,5,6,2,1,32,9,1,0,0,1,0,2,1,1,0,1,1
43,0,2,6,32,2,23,10,5,0,3,0,1,4,1,5,1,2,3
43,1,3,6,23,2,22,8,1,2,3,0,2,1,0,5,1,2,5
46,3,4,4,25,0,36,2,1,2,2,1,0,2,0,3,1,0,3
38,2,6,6,29,0,50,3,5,0,1,0,2,4,2,1,2,0,4
22,1,0,6,11,1,36,13,5,2,2,1,1,4,2,2,2,2,1
41,2,1,3,33,2,39,13,4,1,3,0,2,5,2,3,2,2,2
50,0,3,2,31,1,32,15,5,1,0,1,2,4,0,4,2,2,4
50,3,4,5,12,1,53,10,2,0,0,0,2,2,2,2,1,2,5
42,3,2,2,5,2,57,12,5,1,1,1,0,1,0,4,2,2,0
22,2,5,6,27,2,25,12,4,2,3,1,1,4,1,2,2,0,0
60,1,3,1,6,0,25,6,3,1,1,1,1,2,0,1,0,0,1
58,3,3,5,2,2,25,7,2,0,0,0,0,4,2,2,2,0,1
32,2,0,1,33,2,52,3,4,2,1,0,1,3,1,2,1,0,0
32,0,3,5,6,1,44,15,2,1,2,1,2,4,0,2,1,1,4
44,1,3,0,20,2,27,7,1,2,1,0,0,5,2,5,1,1,2
42,3,2,6,30,2,37,15,2,1,1,1,1,2,2,3,2,0,5
25,3,0,1,33,0,39,15,3,1,0,1,1,2,1,3,0,1,3
43,0,1,4,32,1,40,7,4,1,1,0,2,5,0,1,2,1,0
39,0,6,3,1,1,60,5,5,2,1,0,2,4,1,3,1,0,4
53,3,1,1,10,0,53,15,4,1,3,1,1,3,2,4,1,1,4
30,3,3,4,1,0,35,8,5,1,1,1,2,1,1,4,0,0,2
40,2,3,5,21,0,44,0,4,1,1,0,2,4,2,2,0,1,5
53,3,1,1,28,2,60,5,1,1,0,0,0,2,1,2,0,2,5
59,0,3,3,4,0,27,14,2,2,1,1,2,2,0,4,0,1,5
39,3,1,0,20,2,39,1,4,0,0,0,1,5,0,2,2,2,1
57,2,1,1,31,2,31,1,3,0,2,0,1,1,1,1,1,1,5
57,0,4,2,11,1,25,0,4,2,1,1,1,3,2,2,1,1,3
45,3,2,2,5,1,21,10,1,1,3,1,0,4,1,4,2,2,1
31,3,4,3,16,0,49,7,3,1,2,1,2,4,1,3,0,2,3
44,1,5,6,6,2,54,10,3,0,1,0,1,4,2,5,1,0,4
47,2,0,3,23,1,56,6,5,1,3,0,2,5,0,3,1,1,4
54,2,0,6,16,1,57,6,5,0,0,1,0,1,0,1,1,1,0
48,0,2,0,18,2,43,1,3,0,0,1,1,1,0,1,2,0,4
58,0,4,6,3,0,59,9,5,1,0,0,1,4,2,3,0,0,2
29,0,0,1,29,0,44,4,1,1,1,0,0,3,1,1,2,0,0
43,1,6,5,21,1,24,13,1,2,3,0,0,4,2,2,2,0,5
53,0,5,6,17,0,60,12,3,1,1,0,2,4,0,5,1,2,5
43,3,1,3,12,1,28,6,3,2,3,0,1,3,1,5,2,2,4
47,2,5,4,18,0,42,15,3,1,0,0,1,1,1,3,1,0,3
26,2,5,3,25,2,26,9,2,2,0,0,2,5,2,3,0,1,2
57,2,0,0,23,0,28,12,1,1,0,1,1,5,0,1,2,0,2
36,0,6,5,1,0,45,4,1,1,1,1,1,5,2,4,0,1,3
26,0,4,1,5,2,37,2,2,0,0,0,0,1,1,3,0,2,4
47,1,5,6,4,2,31,12,3,0,1,1,1,1,1,2,0,1,5
59,1,2,4,7,2,22,10,2,1,0,0,0,2,2,4,0,1,5
59,0,6,4,35,2,48,0,4,1,0,1,0,3,0,1,2,1,1
40,3,5,2,7,0,55,9,3,0,0,0,0,5,2,4,0,1,2
31,1,6,1,3,0,60,15,4,2,3,1,0,1,1,1,0,2,1
37,3,0,2,14,0,40,12,3,2,0,0,2,2,1,5,0,1,4
54,3,2,6,8,1,30,9,4,0,3,1,1,1,2,4,1,0,0
43,0,5,3,2,1,54,9,3,2,3,0,2,5,2,3,2,0,1
24,1,3,1,7,2,44,7,1,2,3,0,2,2,2,5,1,0,1
29,0,2,5,19,2,43,5,5,1,3,1,2,1,1,5,0,1,2
41,3,5,4,11,0,35,7,4,2,2,1,2,2,0,5,1,2,2
51,0,2,3,7,2,27,0,1,2,3,0,1,2,0,3,0,1,1
38,2,2,0,23,0,57,14,3,1,1,0,0,2,2,1,2,1,3
56,0,1,0,4,0,35,9,2,2,1,1,0,3,1,3,0,0,5
41,2,5,4,30,2,26,6,5,0,3,1,0,1,1,1,0,1,1
28,0,5,0,15,1,38,8,2,1,3,1,2,3,0,4,2,2,0
